substance_name,cluster,umap1,umap2,manual_label
Perfluorononan-1-oic-acid and its sodium and ammonium salts,1,-2.5450052145995263,3.0773418049651142,Reaction masses
"1,2-benzenedicarboxylic acid, di-C6-10-alkyl esters or mixed decyl and hexyl and octyl diesters",4,-0.9628067139662868,-0.12462120248498974,Inorganic compounds & metal salts
"5-sec-butyl-2-(2,4-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane [1], 5-sec-butyl-2-(4,6-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane [2]",3,-4.222630393890298,0.79555417106924,Petroleum & coal tar fractions
"Reaction mass of 2-ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate and 2-ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-octyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate (reaction mass of DOTE and MOTE)",5,-4.433235061553872,-8.671408881680394,"Trade names, codes & biological materials"
"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear",4,-1.0409783247985012,-0.09154015524807034,Inorganic compounds & metal salts
"Sodium perborate, perboric acid, sodium salt",1,-0.34693427124396625,1.8437692026930803,Reaction masses
"4-Nonylphenol, branched and linear, ethoxylated",4,-3.149006259826577,-0.2351826776427275,Inorganic compounds & metal salts
"4-Nonylphenol, branched and linear",4,-3.080592763809121,-0.3063735861939436,Inorganic compounds & metal salts
"4,4'-oxydianiline and its salts",1,-1.0501504067458278,1.7303599219161028,Reaction masses
"4-(1,1,3,3-tetramethylbutyl)phenol, ethoxylated",3,-3.2794815424956445,-0.09271181120100079,Petroleum & coal tar fractions
"Acetic acid, lead salt, basic",1,-0.3561552886046535,2.141174326403713,Reaction masses
"Silicic acid (H2Si2O5), barium salt (1:1), lead-doped",1,-0.5368301991500026,3.170011291964626,Reaction masses
"Fatty acids, C16-18, lead salts",1,1.1812407847367161,1.3524448971587175,Reaction masses
"Pyrochlore, antimony lead yellow",1,-0.37458826342002216,4.408647308810329,Reaction masses
"Formaldehyde, oligomeric reaction products with aniline",4,-1.848721635726846,-1.8816684384507185,Inorganic compounds & metal salts
Zirconia Aluminosilicate Refractory Ceramic Fibres,1,0.5426057230554455,3.2333629231291767,Reaction masses
"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich",4,-0.9241927985228664,-0.07051158441724835,Inorganic compounds & metal salts
Acids generated from chromium trioxide and their oligomers,4,1.0591429646931523,-0.6908299822968489,Inorganic compounds & metal salts
"Pitch, coal tar, high-temp.",1,8.261434185119711,1.7336607079344744,Reaction masses
"Anthracene oil, anthracene paste, anthracene fraction",4,9.36155616006478,1.8995013336974138,Inorganic compounds & metal salts
"Anthracene oil, anthracene paste, distn. lights",4,9.35735522470101,1.898584971888637,Inorganic compounds & metal salts
Anthracene oil,4,9.371347534271322,1.9061160187560076,Inorganic compounds & metal salts
"Anthracene oil, anthracene paste",4,9.362430679412924,1.901880870326137,Inorganic compounds & metal salts
"Anthracene oil, anthracene-low",4,9.400259124847494,1.9386338095503801,Inorganic compounds & metal salts
Aluminosilicate Refractory Ceramic Fibres,1,0.6670408591501349,3.1562564472990986,Reaction masses
Hexabromocyclododecane (HBCDD),6,-2.3862670783080224,-0.04855858279886304,"Polymers, fatty acids & surfactants"
"Alkanes, C10-13, chloro (Short Chain Chlorinated Paraffins)",4,4.528554308029258,-2.8721229930085186,Inorganic compounds & metal salts
"Perfluorohexane sulfonic acid (PFHxS), its salts and PFHxS-related compounds",1,-2.594203126815713,3.0801851849394795,Reaction masses
"perfluorooctanoic acid (PFOA), its salts and PFOA-related substances",1,-2.578724038986123,3.094726572497463,Reaction masses
Pentachlorophenol and its salts and esters,4,-0.7749291781462795,1.3841095070677751,Inorganic compounds & metal salts
Polychlorinated naphthalenes,3,-2.041750562576211,-0.4571914274853712,Petroleum & coal tar fractions
Endosulfan and its isomers,4,-0.7630373362578518,0.5037505130606645,Inorganic compounds & metal salts
"Alkanes, C10-13, chloro",3,4.544198619934165,-3.004483689801121,Petroleum & coal tar fractions
"Perfluorooctane sulfonic acid (PFOS), its salts and PFOS-related compoundsC8F17SO2X (X = OH, Metal salt (O-M+ ), halide, amide, and other related compounds including polymers)",1,-2.583484781173623,3.0693116288023945,Reaction masses
Pentabromodiphenyl ether (group),3,-1.9640344504393703,-0.47107150150957167,Petroleum & coal tar fractions
Heptabromodiphenyl ether (Group),3,-2.050081622985757,-0.38911833359422743,Petroleum & coal tar fractions
Hexabromodiphenyl ether (group),3,-2.023393762496865,-0.5070863862198836,Petroleum & coal tar fractions
Polychlorinated Biphenyls (PCB),1,-2.0743094805754785,-0.33520459129037916,Reaction masses
Polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/PCDF),3,-2.2239154700316552,-0.39641295863809645,Petroleum & coal tar fractions
"Hexachlorocyclohexanes, including lindane",4,-1.871060979751504,-0.3295868535202986,Inorganic compounds & metal salts
Polycyclic aromatic hydrocarbons (PAHs),2,5.11691151818856,-3.9142045874756817,Complex substances (UVCB with structure)
albumin,6,1.5820343371353978,6.061946640475368,"Polymers, fatty acids & surfactants"
"albumin, coagulated by formaldehyde",4,-1.550999534515298,-1.8574964900177962,Inorganic compounds & metal salts
"acetylacetic acid, salts",1,-0.5805863265074855,1.77626968429861,Reaction masses
"aluminium calcium hydroxide phosphite, hydrate",1,-0.14859451094046894,3.014651308520412,Reaction masses
"carbonic acid, salts",1,-0.3504821781195766,1.9827888111907,Reaction masses
cotton fibres,1,0.784115302177512,3.136200438006496,Reaction masses
di-n-octyltin bis(ethyl maleate),3,-3.2677041415251855,1.1752585272627825,Petroleum & coal tar fractions
"di-n-octyltin 1,4-butanediol bis(mercaptoacetate)",3,-3.4414571646727685,1.3623672823744768,Petroleum & coal tar fractions
"di-n-octyltin dimaleate, polymers (n = 2-4)",3,-1.5695077303923732,-0.846092512146855,Petroleum & coal tar fractions
ethylhydroxymethylcellulose,4,1.3773590799294346,2.6111443142729756,Inorganic compounds & metal salts
ethylhydroxypropylcellulose,4,1.3526624914131993,2.594424019320583,Inorganic compounds & metal salts
"fats and oils, from animal or vegetable food sources",4,2.0620919342957373,0.49595184133825243,Inorganic compounds & metal salts
"fats and oils, hydrogenated, from animal or vegetable food sources",4,1.9918295021973484,0.4889065127211565,Inorganic compounds & metal salts
glass microballs,6,0.3927036400757664,3.228931913836574,"Polymers, fatty acids & surfactants"
"glycerol monooleate, ester with ascorbic acid",4,1.179080414386832,-0.9925455947083479,Inorganic compounds & metal salts
"glycerol monooleate, ester with citric acid",4,1.1867319222412938,-1.0064397950333601,Inorganic compounds & metal salts
"glycerol monopalmitate, ester with ascorbic acid",4,1.1829064961396092,-0.982034792439366,Inorganic compounds & metal salts
"glycerol monopalmitate, ester with citric acid",4,1.1681955333672398,-0.9946900506180769,Inorganic compounds & metal salts
"glycerol monostearate, ester with ascorbic acid",4,1.1765083547554844,-0.9692190785569197,Inorganic compounds & metal salts
"glycerol monostearate, ester with citric acid",4,1.156876134487235,-1.0351248879593855,Inorganic compounds & metal salts
"glycine, salts",1,-0.8912630204238063,1.689263592227077,Reaction masses
"lysine, salts",1,-0.7807705525435573,1.6183405022459978,Reaction masses
manganese pyrophosphite,1,-0.6963915947951442,3.4142117600279804,Reaction masses
methylhydroxymethylcellulose,4,1.365521895500266,2.634390125735378,Inorganic compounds & metal salts
"polyacrylic acid, salts",1,-0.6200763110198146,1.5154827933150286,Reaction masses
"polydimethylsiloxane, γ-hydroxy­ propylated",4,-2.6311594370879297,-0.8378321428460127,Inorganic compounds & metal salts
"polyester of adipic acid with glycerol or pentaerythritol, esters with even numbered, unbranched C12-C22 fatty acids",4,0.5350594770036572,-0.6409477491539961,Inorganic compounds & metal salts
polyethyleneglycol diricinoleate,4,-0.9682413462676174,-0.7183878917855269,Inorganic compounds & metal salts
polyethyleneglycol esters of aliph. monocarb. acids (C6-C22) and their ammonium and sodium sulfates,4,0.04807602128609356,-0.11367238058271466,Inorganic compounds & metal salts
"polyethylene glycol (EO = 1-30, typically 5) ether of butyl 2-cyano 3-(4-hydroxy-3-methoxyphenyl) acrylate",4,-1.0839343194045192,-0.8788295288247114,Inorganic compounds & metal salts
"polyethyleneglycol (EO = 1-30, typically 5) ether of butyl-2-cyano-3-(4-hydroxyphenyl) acrylate",4,-1.1026935700453884,-0.9561843772095686,Inorganic compounds & metal salts
polyoxyalkyl (C2-C4) dimethyl polysiloxane,3,-2.608485830215371,-0.6914577384156233,Petroleum & coal tar fractions
propylhydroxyethylcellulose,4,1.2413462277375096,2.564582119448757,Inorganic compounds & metal salts
propylhydroxymethylcellulose,4,1.3553091760598057,2.6212172608214375,Inorganic compounds & metal salts
propylhydroxypropylcellulose,4,1.323772239299857,2.5514865021544453,Inorganic compounds & metal salts
"silicates, natural (with the exception of asbestos)",1,0.4615612354002827,3.234426985247707,Reaction masses
"silicates, natural, silanated (with the exception of asbestos)",1,0.349724250646674,3.249446402056789,Reaction masses
"silicic acid, silylated",1,-2.1401642684020166,-1.2064216036957747,Reaction masses
"silicon dioxide, silanated",1,-1.8998800639189846,-2.7457592387360577,Reaction masses
sodium monoalkyl dialkylphenoxybenzenedisulfonate,3,-4.555720222381509,-0.052785379127884495,Petroleum & coal tar fractions
"taurine, salts",1,-0.6543082121886379,1.6185832123595232,Reaction masses
tetradecyl-polyethyleneglycol(EO = 3-8) ether of glycolic acid,4,-0.9258121375121242,-0.8812560339135176,Inorganic compounds & metal salts
tricyclodecanedimethanol bis(hexahydrophthalate),3,-4.082284343627847,0.08702545867738666,Petroleum & coal tar fractions
"waxes, paraffinic, refined, derived from petroleum based or synthetic hydrocarbon feedstocks, low viscosity",2,5.330719577880942,-0.3156795997780806,Complex substances (UVCB with structure)
"waxes, refined, derived from petroleum based or synthetic hydrocarbon feedstocks, high viscosity",2,5.388697731109702,-0.3650887508553511,Complex substances (UVCB with structure)
"white mineral oils, paraffinic, derived from petroleum based hydrocarbon feedstocks",2,6.669503795715415,-1.191237558857823,Complex substances (UVCB with structure)
petroleum hydrocarbon resins (hydrogenated),2,5.912647354217612,-1.2563611169022566,Complex substances (UVCB with structure)
bentonite,1,1.0115448113404149,3.599738846285915,Reaction masses
divinylbenzene,3,-3.353363407043374,0.5280954341727251,Petroleum & coal tar fractions
"1,2-propyleneglycol monooleate",4,-0.8744735840834743,-0.6519304413956648,Inorganic compounds & metal salts
kaolin,1,0.8032477524004811,1.3342659573393816,Reaction masses
tannic acids,1,-0.7904390219725734,1.9714254240828508,Reaction masses
soybean oil,4,2.711521970840537,1.4653414587813371,Inorganic compounds & metal salts
Japan wax,6,5.216873275848472,-0.17033434404554426,"Polymers, fatty acids & surfactants"
ceresin,6,1.6571549054108494,6.006426105959987,"Polymers, fatty acids & surfactants"
castor oil,4,2.1898615237198706,0.924790273173427,Inorganic compounds & metal salts
montan wax,6,5.192632782074058,-0.1250936288994795,"Polymers, fatty acids & surfactants"
candelilla wax,4,5.214850055786216,-0.15123448266210615,Inorganic compounds & metal salts
beeswax,6,2.5759432192765113,3.181882391436672,"Polymers, fatty acids & surfactants"
"soybean oil, epoxidised",4,2.772867071243369,1.2492768864470476,Inorganic compounds & metal salts
carnauba wax,6,5.2162500496827,-0.1772145230931288,"Polymers, fatty acids & surfactants"
polyphosphoric acids,4,-0.2667225722350246,-0.05785416557016431,Inorganic compounds & metal salts
rosin,6,1.4762838359795445,5.210369835360622,"Polymers, fatty acids & surfactants"
"rosin, hydrogenated, ester with methanol",4,1.0102877493821019,-1.4778453011673933,Inorganic compounds & metal salts
"rosin, ester with pentaerythritol",4,0.9390924747906559,-1.292351831929112,Inorganic compounds & metal salts
"rosin, ester with glycerol",4,1.0478758688889378,-1.4006130595368391,Inorganic compounds & metal salts
gum arabic,6,2.1350263234101172,3.9274609188872334,"Polymers, fatty acids & surfactants"
carboxymethylcellulose,4,1.4112521286927098,2.601660976870632,Inorganic compounds & metal salts
dammar,6,1.8449077483139866,5.620737801058864,"Polymers, fatty acids & surfactants"
guar gum,6,2.0942746277771827,4.013988743289088,"Polymers, fatty acids & surfactants"
tragacanth gum,6,2.1288016911469336,3.9249968628722187,"Polymers, fatty acids & surfactants"
gelatin,6,2.073068010421836,3.1390063862639423,"Polymers, fatty acids & surfactants"
casein,6,1.559447812648856,6.032100449069118,"Polymers, fatty acids & surfactants"
polyethylene wax,2,5.227406608673179,-0.1896307964486128,Complex substances (UVCB with structure)
polypropylene wax,4,5.170383083435142,-0.13710484399023115,Inorganic compounds & metal salts
polyvinylpyrrolidone,3,-1.5538929823912746,-0.6650723714989668,Petroleum & coal tar fractions
cellulose,1,1.3959019061051243,2.699423084719753,Reaction masses
cellulose acetate butyrate,4,1.400461840244376,2.6973869900542256,Inorganic compounds & metal salts
ethylhydroxyethylcellulose,4,1.3594224925957554,2.6471006970244404,Inorganic compounds & metal salts
methylethylcellulose,4,1.3567620392762059,2.606943140490627,Inorganic compounds & metal salts
hydroxypropylcellulose,4,1.3544562335930699,2.656569967730617,Inorganic compounds & metal salts
methylhydroxypropylcellulose,4,1.3552176233254307,2.5853986840086933,Inorganic compounds & metal salts
methylcellulose,4,1.3214304324112767,2.5708489518004414,Inorganic compounds & metal salts
nitrocellulose,4,1.3880772467575901,2.6685690979796406,Inorganic compounds & metal salts
"starch, edible",6,1.4102679964028233,5.313451538546657,"Polymers, fatty acids & surfactants"
alginic acid,4,2.242322432609641,2.423650274737453,Inorganic compounds & metal salts
"1,2-propyleneglycol alginate",4,-1.122565400985635,1.3006225924330705,Inorganic compounds & metal salts
polyethyleneglycol sorbitan monolaurate,4,-0.9229226235427028,-0.6643420953911787,Inorganic compounds & metal salts
polyethyleneglycol sorbitan monooleate,4,-0.9042379979170925,-0.6984923978013045,Inorganic compounds & metal salts
polyethyleneglycol sorbitan monopalmitate,4,-0.9247158888854152,-0.7326877613228804,Inorganic compounds & metal salts
polyethyleneglycol sorbitan monostearate,4,-0.9762461308516628,-0.7065218587082869,Inorganic compounds & metal salts
polyethyleneglycol sorbitan trioleate,4,-0.9954847220458156,-0.7530625958603865,Inorganic compounds & metal salts
polyethyleneglycol sorbitan tristearate,1,-0.9244464758910305,-0.7387613554162031,Reaction masses
isobutylene-butene copolymer,1,-0.9418786887206203,-0.705822040573979,Reaction masses
lignocellulose,4,-1.3384289864577419,-1.163670649067784,Inorganic compounds & metal salts
xanthan gum,6,1.6704764243088597,5.435038815005397,"Polymers, fatty acids & surfactants"
barium tetraborate,6,2.029366838546836,4.086551914675807,"Polymers, fatty acids & surfactants"
tripropyleneglycol,1,-0.35605390110389057,3.5231709580260273,Reaction masses
"acrylic acid, acrylic acid, 2-ethylhexyl ester, copolymer",4,-0.9352278832472927,-0.7286415596169478,Inorganic compounds & metal salts
polypropyleneglycol,4,-0.8402885321654445,-0.8849874634903914,Inorganic compounds & metal salts
"formaldehyde-1-naphthol, copolymer",4,-1.020674360183633,-0.7024256487053877,Inorganic compounds & metal salts
"maleic anhydride-styrene, copolymer, sodium salt",4,-1.581063878921426,-1.694968928830052,Inorganic compounds & metal salts
dibutylthiostannoic acid polymer,1,-1.7065361861266262,-1.0527527232331282,Reaction masses
dodecylbenzenesulfonic acid,4,-1.9257418040312893,-1.0293810267609602,Inorganic compounds & metal salts
"1,2-propyleneglycol monolaurate",4,-1.7077216033019191,0.8151426415282244,Inorganic compounds & metal salts
trimethylolpropane trimethacrylate-methyl methacrylate copolymer,4,-0.8981348399199611,-0.7013487715882307,Inorganic compounds & metal salts
"polyester of 1,4-butanediol with caprolactone",4,-1.2347757939376003,-1.0760342974823958,Inorganic compounds & metal salts
ethylcarboxymethylcellulose,4,-1.4585889700926906,-0.8530349035424238,Inorganic compounds & metal salts
"silicic acid, magnesium-sodium-fluoride salt",4,1.3755174752198094,2.6168620686369892,Inorganic compounds & metal salts
hydroxymethylcellulose,1,-0.551777613548196,3.1815993885832783,Reaction masses
"methacrylic acid, sulfopropyl ester",4,1.357913958641135,2.629399071200466,Inorganic compounds & metal salts
"N,N′-bis(2,2,6,6-tetramethyl-4-piperidyl)hexamethylenediamine-1,2-dibromoethane, copolymer",4,-0.054201734451211125,-0.00089532161625681915,Inorganic compounds & metal salts
"fatty acids, coco",3,-3.420689475921548,1.7775095801192278,Petroleum & coal tar fractions
polyethyleneglycol ester of hydrogenated castor oil,4,1.7495591517411107,0.481893042786693,Inorganic compounds & metal salts
"acids, fatty, unsaturated (C18), dimers, non hydrogenated, distilled and non-distilled",4,2.0584448452912207,0.7313959102469438,Inorganic compounds & metal salts
"fatty acids, tall oil",4,1.7064119454346531,0.1020467977362627,Inorganic compounds & metal salts
diatomaceous earth,4,2.3624222155533667,0.5556754569846147,Inorganic compounds & metal salts
polyethyleneglycol ester of castor oil,1,1.7269866343460911,4.411351929171657,Reaction masses
"castor oil, dehydrated",4,2.040295827003562,0.6691775421935076,Inorganic compounds & metal salts
"rosin, hydrogenated, ester with pentaerythritol",4,2.14831267556771,0.8419498305159563,Inorganic compounds & metal salts
"1-(2-hydroxyethyl)-4-hydroxy-2,2,6,6-tetramethyl piperidine-succinic acid, dimethyl ester, copolymer",4,0.8891976948700779,-1.3158167500657088,Inorganic compounds & metal salts
"rosin, hydrogenated",3,-4.5232347373046045,0.968825290663814,Petroleum & coal tar fractions
"rosin, hydrogenated, ester with glycerol",1,1.2008523817978733,-2.2424142260712627,Reaction masses
"N-methacryloyloxyethyl-N,N-dimethyl-N-carboxymethyl-ammonium chloride, sodium salt-octadecyl methacrylate-ethyl methacrylate-cyclohexyl metha­crylate-N-vinyl-2-pyrrolidone, copolymers",4,1.0635778184853428,-1.3768615622681624,Inorganic compounds & metal salts
"fatty acids, soya",3,-1.2691475276030666,-1.0858482022446638,Petroleum & coal tar fractions
"starch, hydrolysed",4,2.1906598683319922,0.8022130827742571,Inorganic compounds & metal salts
"syrups, hydrolysed starch, hydrogenated",4,2.1496022816620703,2.4520063500243183,Inorganic compounds & metal salts
"Reaction products of oleic acid, 2-mercaptoethyl ester, with dichlorodimethyltin, sodium sulfide and trichloromethyltin",4,2.1850225802384253,2.388995895846462,Inorganic compounds & metal salts
"cellulose, regenerated",4,-0.5945540789641506,-0.07339299215498028,Inorganic compounds & metal salts
methylsilsesquioxane,1,1.3640242095909947,2.6575186352568623,Reaction masses
"p-cresol-dicyclopentadiene-isobutylene, copolymer",3,-2.6331755045928125,-0.6509626407784468,Petroleum & coal tar fractions
"acids, fatty, unsaturated (C18), dimers, hydrogenated, distilled and non-distilled",4,-1.5159663085021144,-1.1698475976151472,Inorganic compounds & metal salts
bis(polyethyleneglycol)hydroxymethylphosphonate,4,1.7354630108795994,0.12973672406253756,Inorganic compounds & metal salts
polyethyleneglycol-30 dipolyhydroxystearate,3,-2.894996774581826,0.4544189076262468,Petroleum & coal tar fractions
"2,2,4,4-tetramethyl-20-(2,3-epoxy­ propyl)-7-oxa-3,20-diazadispiro-[5.1.11.2]-heneicosan-21-one, polymer",4,-0.9658782605208522,-0.7380803723496443,Inorganic compounds & metal salts
poly(zinc glycerolate),3,-5.1380256537474756,0.7961602310973162,Petroleum & coal tar fractions
"kaolin, calcined",1,-0.24661959448233906,2.8979086975890156,Reaction masses
"vermiculite, reaction product with citric acid, lithium salt",1,0.7851580705366963,1.4294686417418474,Reaction masses
"Reaction product of di-tert-butylphosphonite with biphenyl, obtained by condensation of 2,4-di-tert-butylphenol with Friedel Craft reaction product of phosphorous trichloride and biphenyl",1,-0.5934925202407009,2.8083534340697285,Reaction masses
